Timestamp,Price (RMB/MWh),TotalDemand (MW),LoadForecast (MW),Temperature (°C),Humidity (%),WindSpeed (m/s),SolarIrradiance (W/m²),HydroGeneration (MW),WindGeneration (MW),SolarGeneration (MW),CoalGeneration (MW),GasGeneration (MW),PreviousPrice_lag1,PreviousPrice_lag2,RollingMean_3h,RollingStd_3h,DayOfWeek,HourOfDay,HolidayFlag,RenewableShare (%)
13/1/24 14:00,79.15,3490.0,3470.8014364023825,16.4,55.1,6.0,143.0,457.0,358.0,34.0,1195.0,719.0,76.34,75.61,77.03,1.87,0,14,False,24.33
13/1/24 15:00,79.07,3431.0,3443.5100103125847,15.1,63.5,5.7,143.0,472.0,370.0,0.0,1052.0,675.0,79.15,76.34,78.19,1.6,0,15,False,24.54
13/1/24 16:00,78.0,3559.0,3658.783374489198,17.1,53.5,4.7,0.0,474.0,380.0,40.0,1112.0,711.0,79.07,79.15,78.74,0.64,0,16,False,25.12
13/1/24 17:00,78.47,3415.0,3570.495927800268,16.9,52.0,6.3,120.0,403.0,379.0,36.0,1037.0,724.0,78.0,79.07,78.51,0.54,0,17,False,23.95
13/1/24 18:00,80.99,3506.0,3536.336152956809,16.3,56.8,4.8,22.0,484.0,346.0,32.0,1101.0,733.0,78.47,78.0,79.15,1.61,0,18,False,24.59
13/1/24 19:00,77.45,3502.0,3492.8401690639807,16.0,63.7,4.0,98.0,492.0,396.0,21.0,1120.0,706.0,80.99,78.47,78.97,1.82,0,19,False,25.96
13/1/24 20:00,79.93,3611.0,3637.7252824240277,17.3,59.0,4.1,43.0,441.0,357.0,16.0,1092.0,725.0,77.45,80.99,79.46,1.82,0,20,False,22.54
13/1/24 21:00,78.63,3549.0,3593.382771293692,15.5,57.7,3.8,40.0,442.0,362.0,30.0,1136.0,706.0,79.93,77.45,78.67,1.24,0,21,False,23.5
13/1/24 22:00,78.8,3498.0,3481.9666187221405,14.2,60.2,4.7,22.0,452.0,352.0,46.0,1105.0,736.0,78.63,79.93,79.12,0.71,0,22,False,24.3
13/1/24 23:00,81.63,3582.0,3671.760567795616,15.7,51.3,6.5,83.0,445.0,406.0,0.0,1074.0,708.0,78.8,78.63,79.69,1.69,0,23,False,23.76
14/1/24 00:00,81.28,3639.0,3650.50353795957,17.3,62.5,4.0,0.0,464.0,369.0,25.0,1072.0,715.0,81.63,78.8,80.57,1.54,1,0,False,23.58
14/1/24 01:00,81.46,3556.0,3580.8871544545696,14.1,61.9,5.2,37.0,420.0,352.0,0.0,1141.0,701.0,81.28,81.63,81.46,0.18,1,1,False,21.71
14/1/24 02:00,82.64,3501.0,3534.2962126027232,14.6,58.0,4.2,54.0,436.0,378.0,0.0,1067.0,735.0,81.46,81.28,81.79,0.74,1,2,False,23.25
14/1/24 03:00,80.27,3369.0,3390.079330530723,15.3,65.0,4.7,27.0,489.0,376.0,0.0,1146.0,714.0,82.64,81.46,81.46,1.19,1,3,False,25.68
14/1/24 04:00,81.8,3394.0,3435.947025023481,14.7,54.4,3.2,99.0,439.0,361.0,0.0,1161.0,767.0,80.27,82.64,81.57,1.2,1,4,False,23.57
14/1/24 05:00,80.01,3470.0,3439.137340672654,13.7,65.6,4.7,0.0,482.0,376.0,0.0,1017.0,752.0,81.8,80.27,80.69,0.97,1,5,False,24.73
14/1/24 06:00,81.48,3440.0,3412.0849123026983,15.7,60.8,4.8,15.0,463.0,351.0,0.0,1157.0,738.0,80.01,81.8,81.1,0.95,1,6,False,23.66
14/1/24 07:00,80.77,3483.0,3427.9922883514155,16.8,58.3,5.6,0.0,419.0,356.0,0.0,1203.0,716.0,81.48,80.01,80.75,0.74,1,7,False,22.25
14/1/24 08:00,81.42,3508.0,3529.9750615310113,14.6,59.9,5.3,12.0,467.0,332.0,0.0,1113.0,752.0,80.77,81.48,81.22,0.39,1,8,True,22.78
14/1/24 09:00,82.62,3556.0,3594.9468251756057,13.4,59.5,3.6,0.0,452.0,342.0,0.0,1130.0,761.0,81.42,80.77,81.6,0.94,1,9,False,22.33
14/1/24 10:00,79.99,3497.0,3519.888643307594,12.6,66.1,6.3,0.0,444.0,389.0,0.0,1152.0,744.0,82.62,81.42,81.34,1.32,1,10,True,23.82
14/1/24 11:00,86.01,3553.0,3636.724621667377,14.3,54.6,5.3,0.0,458.0,386.0,0.0,1087.0,788.0,79.99,82.62,82.87,3.02,1,11,True,23.75
14/1/24 12:00,80.01,3512.0,3511.7201990585477,15.1,56.2,5.2,0.0,462.0,362.0,0.0,1110.0,754.0,86.01,79.99,82.0,3.47,1,12,False,23.46
14/1/24 13:00,79.79,3309.0,3342.4370827796256,14.4,65.2,5.0,0.0,465.0,386.0,0.0,1035.0,768.0,80.01,86.01,81.94,3.53,1,13,False,25.72
14/1/24 14:00,84.73,3414.0,3359.4149561930344,13.8,57.0,4.4,0.0,474.0,358.0,0.0,1108.0,744.0,79.79,80.01,81.51,2.79,1,14,False,24.37
14/1/24 15:00,84.19,3495.0,3475.64501487628,13.1,64.5,5.3,0.0,458.0,356.0,0.0,1126.0,761.0,84.73,79.79,82.9,2.71,1,15,False,23.29
14/1/24 16:00,84.04,3390.0,3424.776887878289,12.5,68.5,5.6,0.0,422.0,361.0,0.0,1127.0,717.0,84.19,84.73,84.32,0.36,1,16,False,23.1
14/1/24 17:00,84.24,3573.0,3615.455105537157,14.3,58.0,2.9,0.0,439.0,357.0,0.0,1154.0,727.0,84.04,84.19,84.16,0.1,1,17,False,22.28
14/1/24 18:00,83.15,3668.0,3653.3016526167908,14.3,63.4,4.4,0.0,507.0,356.0,0.0,1063.0,751.0,84.24,84.04,83.81,0.58,1,18,False,23.53
14/1/24 19:00,81.57,3638.0,3634.4200374070965,11.7,54.2,4.7,0.0,462.0,376.0,0.0,1075.0,751.0,83.15,84.24,82.99,1.34,1,19,False,23.03
14/1/24 20:00,83.71,3497.0,3421.1063126659596,14.8,63.7,5.3,0.0,494.0,360.0,0.0,1196.0,756.0,81.57,83.15,82.81,1.11,1,20,False,24.42
14/1/24 21:00,82.39,3670.0,3652.1485399596695,13.7,61.0,6.4,0.0,474.0,369.0,0.0,1094.0,774.0,83.71,81.57,82.56,1.08,1,21,False,22.97
14/1/24 22:00,85.88,3538.0,3582.519158175989,14.4,62.3,4.1,0.0,450.0,373.0,0.0,1112.0,698.0,82.39,83.71,83.99,1.76,1,22,False,23.26
14/1/24 23:00,83.82,3491.0,3519.7602508053283,11.6,56.7,4.4,0.0,450.0,363.0,0.0,1099.0,712.0,85.88,82.39,84.03,1.75,1,23,False,23.29
15/1/24 00:00,82.64,3466.0,3491.0332860690605,11.4,51.6,4.4,0.0,443.0,342.0,0.0,1061.0,748.0,83.82,85.88,84.11,1.64,2,0,False,22.65
15/1/24 01:00,83.83,3500.0,3502.488684359048,12.6,62.4,4.0,0.0,408.0,336.0,0.0,1184.0,720.0,82.64,83.82,83.43,0.68,2,1,False,21.26
15/1/24 02:00,85.48,3494.0,3494.353157931409,13.1,49.6,4.6,0.0,442.0,358.0,0.0,1077.0,843.0,83.83,82.64,83.98,1.43,2,2,False,22.9
15/1/24 03:00,83.7,3552.0,3518.983943026328,14.3,58.3,5.9,0.0,466.0,353.0,0.0,1047.0,757.0,85.48,83.83,84.34,0.99,2,3,False,23.06
15/1/24 04:00,83.36,3554.0,3588.9414210101268,13.1,64.6,3.7,0.0,429.0,356.0,0.0,1081.0,740.0,83.7,85.48,84.18,1.14,2,4,False,22.09
15/1/24 05:00,85.66,3541.0,3562.0486472194693,12.1,60.9,5.5,0.0,448.0,354.0,0.0,1004.0,727.0,83.36,83.7,84.24,1.24,2,5,False,22.65
15/1/24 06:00,85.83,3588.0,3612.60094239964,11.2,69.6,3.0,0.0,456.0,393.0,0.0,1071.0,728.0,85.66,83.36,84.95,1.38,2,6,False,23.66
15/1/24 07:00,84.5,3666.0,3639.698257866621,13.4,65.0,4.3,0.0,420.0,334.0,0.0,1056.0,743.0,85.83,85.66,85.33,0.72,2,7,False,20.57
15/1/24 08:00,84.73,3645.0,3537.3328540064376,11.1,56.6,4.6,0.0,429.0,324.0,0.0,1135.0,746.0,84.5,85.83,85.02,0.71,2,8,True,20.66
15/1/24 09:00,86.3,3405.0,3459.857635587685,13.6,60.0,7.0,0.0,417.0,358.0,0.0,1071.0,729.0,84.73,84.5,85.18,0.98,2,9,False,22.76
15/1/24 10:00,83.11,3302.0,3278.0581271995798,11.6,59.6,4.7,0.0,420.0,347.0,0.0,1150.0,735.0,86.3,84.73,84.71,1.6,2,10,False,23.23
15/1/24 11:00,83.35,3654.0,3610.861211797844,13.3,52.0,2.4,0.0,410.0,357.0,0.0,1175.0,784.0,83.11,86.3,84.25,1.78,2,11,False,20.99
15/1/24 12:00,84.88,3428.0,3462.6739455956995,12.3,55.2,2.6,0.0,417.0,360.0,0.0,1145.0,785.0,83.35,83.11,83.78,0.96,2,12,False,22.67
15/1/24 13:00,86.04,3546.0,3526.3993680040435,11.4,57.0,5.0,0.0,462.0,371.0,0.0,1095.0,751.0,84.88,83.35,84.76,1.35,2,13,False,23.49
15/1/24 14:00,87.24,3455.0,3507.996819202331,10.9,49.7,5.7,0.0,415.0,328.0,0.0,1114.0,704.0,86.04,84.88,86.05,1.18,2,14,False,21.51
15/1/24 15:00,89.72,3396.0,3426.850297478835,11.0,60.1,5.5,0.0,435.0,342.0,0.0,1031.0,760.0,87.24,86.04,87.67,1.88,2,15,False,22.88
15/1/24 16:00,88.63,3634.0,3668.178466160024,11.7,58.6,5.2,0.0,422.0,356.0,0.0,1101.0,791.0,89.72,87.24,88.53,1.24,2,16,False,21.41
15/1/24 17:00,86.74,3660.0,3591.7022144399734,11.3,51.4,6.4,0.0,455.0,361.0,0.0,1065.0,786.0,88.63,89.72,88.36,1.51,2,17,False,22.3
15/1/24 18:00,87.16,3531.0,3591.59719926932,10.5,61.8,4.4,0.0,456.0,382.0,0.0,1143.0,767.0,86.74,88.63,87.51,0.99,2,18,False,23.73
15/1/24 19:00,85.33,3333.0,3346.0625265616927,10.8,63.4,6.1,0.0,447.0,363.0,0.0,1237.0,788.0,87.16,86.74,86.41,0.96,2,19,False,24.3
15/1/24 20:00,87.44,3542.0,3523.5361430376897,11.0,60.9,3.0,0.0,435.0,347.0,0.0,1134.0,747.0,85.33,87.16,86.64,1.15,2,20,False,22.08
15/1/24 21:00,87.03,3641.0,3648.1694233671124,8.7,58.1,3.9,0.0,423.0,334.0,0.0,1010.0,764.0,87.44,85.33,86.6,1.12,2,21,False,20.79
15/1/24 22:00,88.38,3458.0,3369.188238355084,11.2,62.7,2.8,0.0,403.0,339.0,0.0,1092.0,725.0,87.03,87.44,87.62,0.69,2,22,False,21.46
15/1/24 23:00,86.2,3629.0,3649.4326405740335,9.7,63.1,4.7,0.0,465.0,338.0,0.0,1116.0,755.0,88.38,87.03,87.2,1.1,2,23,False,22.13
16/1/24 00:00,89.02,3614.0,3562.531424590896,9.4,61.3,4.9,0.0,410.0,356.0,0.0,1115.0,786.0,86.2,88.38,87.87,1.48,3,0,False,21.2
16/1/24 01:00,91.16,3678.0,3610.3664857078234,8.8,55.6,5.1,0.0,438.0,350.0,0.0,1074.0,729.0,89.02,86.2,88.79,2.49,3,1,False,21.42
16/1/24 02:00,88.0,3637.0,3560.8820406891055,8.6,61.1,5.1,0.0,445.0,326.0,0.0,1124.0,721.0,91.16,89.02,89.39,1.61,3,2,False,21.2
16/1/24 03:00,89.13,3533.0,3588.634418749496,8.9,65.7,3.9,0.0,412.0,339.0,0.0,1050.0,750.0,88.0,91.16,89.43,1.6,3,3,False,21.26
16/1/24 04:00,89.82,3755.0,3723.5368303153605,9.5,56.7,4.8,0.0,443.0,358.0,0.0,1065.0,741.0,89.13,88.0,88.98,0.92,3,4,False,21.33
16/1/24 05:00,87.74,3625.0,3701.686385495825,12.1,70.2,3.2,0.0,437.0,349.0,0.0,1145.0,767.0,89.82,89.13,88.9,1.06,3,5,True,21.68
16/1/24 06:00,89.09,3643.0,3616.2099268473853,9.5,57.0,6.6,0.0,455.0,352.0,0.0,1063.0,734.0,87.74,89.82,88.88,1.06,3,6,False,22.15
16/1/24 07:00,88.77,3558.0,3472.6321021203526,10.1,59.8,4.6,0.0,411.0,349.0,0.0,1141.0,800.0,89.09,87.74,88.53,0.71,3,7,False,21.36
16/1/24 08:00,89.03,3612.0,3556.173778002567,10.2,56.3,4.4,0.0,394.0,367.0,0.0,1046.0,710.0,88.77,89.09,88.96,0.17,3,8,False,21.07
16/1/24 09:00,87.39,3573.0,3634.7905810003467,9.9,60.7,6.9,0.0,408.0,346.0,0.0,1203.0,787.0,89.03,88.77,88.4,0.88,3,9,False,21.1
16/1/24 10:00,89.07,3650.0,3642.2050911031665,9.6,50.9,3.5,0.0,422.0,336.0,0.0,1077.0,726.0,87.39,89.03,88.5,0.96,3,10,False,20.77
16/1/24 11:00,90.1,3844.0,3816.58563517547,8.4,56.9,3.6,0.0,418.0,328.0,0.0,1105.0,696.0,89.07,87.39,88.85,1.37,3,11,False,19.41
16/1/24 12:00,92.09,3542.0,3550.0009112926396,11.0,54.1,3.7,0.0,408.0,345.0,0.0,1133.0,757.0,90.1,89.07,90.42,1.54,3,12,False,21.26
16/1/24 13:00,91.18,3523.0,3548.089136808377,11.2,60.2,4.9,0.0,377.0,304.0,0.0,1089.0,743.0,92.09,90.1,91.12,1.0,3,13,False,19.33
16/1/24 14:00,93.64,3838.0,3893.869940795123,7.7,64.5,5.5,0.0,424.0,337.0,0.0,1125.0,717.0,91.18,92.09,92.3,1.24,3,14,False,19.83
16/1/24 15:00,87.87,3675.0,3747.424961494646,8.2,62.8,5.9,0.0,453.0,336.0,0.0,1147.0,700.0,93.64,91.18,90.9,2.9,3,15,False,21.47
16/1/24 16:00,91.22,3635.0,3617.011567710546,8.9,47.7,8.1,0.0,422.0,318.0,0.0,1167.0,751.0,87.87,93.64,90.91,2.9,3,16,False,20.36
16/1/24 17:00,89.9,3812.0,3745.697615695898,8.1,69.7,2.3,0.0,424.0,324.0,0.0,1159.0,781.0,91.22,87.87,89.66,1.69,3,17,False,19.62
16/1/24 18:00,93.97,3654.0,3633.326741943836,9.5,61.0,5.7,0.0,423.0,350.0,0.0,1111.0,770.0,89.9,91.22,91.7,2.08,3,18,False,21.15
16/1/24 19:00,88.03,3903.0,3916.0140253291443,8.2,55.6,4.3,0.0,419.0,341.0,0.0,1113.0,754.0,93.97,89.9,90.63,3.04,3,19,False,19.47
16/1/24 20:00,88.02,3795.0,3746.8120536894694,11.0,60.2,4.3,0.0,428.0,338.0,0.0,1239.0,767.0,88.03,93.97,90.01,3.43,3,20,False,20.18
16/1/24 21:00,88.55,3685.0,3637.1424542552477,10.0,60.3,4.3,0.0,417.0,341.0,0.0,1169.0,752.0,88.02,88.03,88.2,0.3,3,21,False,20.57
16/1/24 22:00,85.54,3955.0,3972.1893940774944,8.9,56.1,3.9,0.0,402.0,337.0,0.0,1076.0,711.0,88.55,88.02,87.37,1.61,3,22,True,18.69
16/1/24 23:00,88.78,3686.0,3683.5673824214773,9.6,60.4,7.0,0.0,392.0,354.0,0.0,1128.0,711.0,85.54,88.55,87.62,1.81,3,23,False,20.24
17/1/24 00:00,88.34,3827.0,3828.6398497705795,9.6,56.4,6.0,0.0,402.0,337.0,0.0,1107.0,748.0,88.78,85.54,87.55,1.76,4,0,False,19.31
17/1/24 01:00,90.19,3789.0,3751.0752332649963,7.9,57.4,5.0,0.0,412.0,312.0,0.0,1118.0,750.0,88.34,88.78,89.1,0.97,4,1,False,19.11
17/1/24 02:00,90.6,3896.0,3884.4799642897115,7.6,55.9,6.6,0.0,399.0,358.0,0.0,1063.0,781.0,90.19,88.34,89.71,1.2,4,2,False,19.43
17/1/24 03:00,93.7,3929.0,3882.788342786585,8.4,52.2,3.2,0.0,411.0,339.0,0.0,1105.0,778.0,90.6,90.19,91.5,1.92,4,3,False,19.09
17/1/24 04:00,91.86,3782.0,3826.509920556239,9.1,60.0,3.4,0.0,412.0,324.0,0.0,1217.0,774.0,93.7,90.6,92.05,1.56,4,4,False,19.46
17/1/24 05:00,88.82,3711.0,3762.7624667361874,8.3,62.2,2.4,0.0,419.0,314.0,0.0,1156.0,748.0,91.86,93.7,91.46,2.46,4,5,False,19.75
17/1/24 06:00,88.19,3839.0,3746.6906068880953,6.5,61.9,4.2,0.0,428.0,338.0,0.0,1003.0,715.0,88.82,91.86,89.62,1.96,4,6,False,19.95
17/1/24 07:00,90.98,3732.0,3685.5244569903793,7.2,63.4,5.2,0.0,403.0,330.0,0.0,1189.0,769.0,88.19,88.82,89.33,1.46,4,7,False,19.64
17/1/24 08:00,87.36,4008.0,3933.173537245496,7.9,60.9,5.1,0.0,374.0,354.0,0.0,1184.0,773.0,90.98,88.19,88.84,1.9,4,8,False,18.16
17/1/24 09:00,93.66,3827.0,3794.498803279655,7.8,56.6,5.2,0.0,393.0,325.0,0.0,1112.0,686.0,87.36,90.98,90.67,3.16,4,9,False,18.76
17/1/24 10:00,92.35,3784.0,3779.828101510482,9.8,63.4,3.3,0.0,400.0,317.0,0.0,1166.0,733.0,93.66,87.36,91.12,3.32,4,10,False,18.95
17/1/24 11:00,89.05,3846.0,3773.5177390150734,6.4,52.4,6.0,0.0,361.0,343.0,0.0,1088.0,738.0,92.35,93.66,91.69,2.38,4,11,False,18.3
17/1/24 12:00,86.55,3700.0,3653.9070093437344,8.2,54.7,5.3,0.0,425.0,343.0,0.0,1108.0,763.0,89.05,92.35,89.32,2.91,4,12,True,20.76
17/1/24 13:00,92.66,3744.0,3693.8021313959252,9.1,54.3,5.9,0.0,399.0,331.0,0.0,1208.0,736.0,86.55,89.05,89.42,3.07,4,13,False,19.5
17/1/24 14:00,89.71,3969.0,3979.3633664699473,9.8,64.5,2.7,0.0,403.0,338.0,0.0,1120.0,759.0,92.66,86.55,89.64,3.06,4,14,False,18.67
17/1/24 15:00,92.39,3790.0,3793.4672168518127,7.1,63.8,5.4,0.0,422.0,327.0,0.0,1041.0,754.0,89.71,92.66,91.59,1.63,4,15,False,19.76
17/1/24 16:00,86.69,3758.0,3721.9131223331374,7.9,61.5,3.6,0.0,381.0,330.0,0.0,1132.0,756.0,92.39,89.71,89.6,2.85,4,16,False,18.92
17/1/24 17:00,88.65,3924.0,3932.84104360697,7.9,64.4,4.5,0.0,405.0,344.0,0.0,1132.0,740.0,86.69,92.39,89.24,2.9,4,17,False,19.09
17/1/24 18:00,89.82,3996.0,3968.6659957706365,7.5,54.6,5.6,0.0,390.0,335.0,0.0,1196.0,743.0,88.65,86.69,88.39,1.58,4,18,False,18.14
17/1/24 19:00,89.87,3957.0,3943.4172444836972,7.1,60.8,5.1,0.0,388.0,322.0,0.0,1138.0,730.0,89.82,88.65,89.45,0.69,4,19,False,17.94
17/1/24 20:00,88.83,3992.0,4075.6726045149267,7.6,58.4,4.0,0.0,375.0,345.0,0.0,1117.0,774.0,89.87,89.82,89.51,0.59,4,20,False,18.04
17/1/24 21:00,90.92,3824.0,3891.023052589517,4.6,63.2,5.0,0.0,423.0,288.0,0.0,1191.0,780.0,88.83,89.87,89.87,1.05,4,21,False,18.59
17/1/24 22:00,87.49,3765.0,3700.02093815362,7.7,58.4,3.2,0.0,382.0,354.0,0.0,1146.0,741.0,90.92,88.83,89.08,1.73,4,22,False,19.55
17/1/24 23:00,89.29,4065.0,4106.486620893958,7.1,57.0,6.4,0.0,402.0,297.0,0.0,1103.0,810.0,87.49,90.92,89.23,1.72,4,23,False,17.2
18/1/24 00:00,89.75,3890.0,3930.5698277245797,6.7,61.6,4.8,0.0,350.0,313.0,0.0,1199.0,755.0,89.29,87.49,88.84,1.19,5,0,False,17.04
18/1/24 01:00,90.48,3904.0,3846.5868355623693,8.9,63.3,6.3,0.0,410.0,321.0,0.0,1152.0,811.0,89.75,89.29,89.84,0.6,5,1,True,18.72
18/1/24 02:00,90.8,4069.0,4109.938882187743,6.1,55.5,4.4,0.0,407.0,319.0,0.0,1143.0,746.0,90.48,89.75,90.34,0.54,5,2,False,17.84
18/1/24 03:00,87.06,4000.0,4076.8965959206275,6.3,58.5,4.4,0.0,387.0,336.0,0.0,1153.0,705.0,90.8,90.48,89.45,2.07,5,3,False,18.07
18/1/24 04:00,86.16,3997.0,3940.8727596877793,8.7,53.5,4.1,0.0,380.0,304.0,0.0,1091.0,779.0,87.06,90.8,88.01,2.46,5,4,False,17.11
18/1/24 05:00,91.71,4176.0,4130.124858949287,5.8,46.3,6.1,0.0,392.0,324.0,0.0,1119.0,775.0,86.16,87.06,88.31,2.98,5,5,False,17.15
18/1/24 06:00,89.74,3902.0,3952.883073342175,6.0,59.8,4.1,0.0,428.0,310.0,0.0,1146.0,769.0,91.71,86.16,89.2,2.81,5,6,False,18.91
18/1/24 07:00,87.49,4067.0,4080.5747655412824,6.4,61.8,5.8,0.0,347.0,323.0,0.0,1137.0,749.0,89.74,91.71,89.65,2.11,5,7,False,16.47
18/1/24 08:00,92.0,3987.0,4014.573813761976,7.3,60.0,4.5,0.0,397.0,317.0,0.0,1212.0,768.0,87.49,89.74,89.74,2.26,5,8,False,17.91
18/1/24 09:00,89.03,4016.0,4033.0294608200247,6.6,48.9,2.6,0.0,362.0,319.0,0.0,1160.0,754.0,92.0,87.49,89.51,2.29,5,9,False,16.96
18/1/24 10:00,91.06,4149.0,4168.534796046407,5.1,56.9,4.3,0.0,379.0,309.0,0.0,1192.0,761.0,89.03,92.0,90.7,1.52,5,10,False,16.58
18/1/24 11:00,88.74,4055.0,3988.676393584446,5.8,47.6,3.6,0.0,374.0,309.0,0.0,1151.0,796.0,91.06,89.03,89.61,1.26,5,11,False,16.84
18/1/24 12:00,92.62,4065.0,4117.365885331073,5.7,65.5,5.0,0.0,369.0,320.0,0.0,1204.0,776.0,88.74,91.06,90.81,1.95,5,12,False,16.95
18/1/24 13:00,91.91,4126.0,4184.479499621389,6.1,53.2,3.6,0.0,377.0,329.0,0.0,1172.0,790.0,92.62,88.74,91.09,2.07,5,13,True,17.11
18/1/24 14:00,87.79,3990.0,3978.530462796599,6.6,64.8,6.1,0.0,354.0,306.0,0.0,1154.0,765.0,91.91,92.62,90.77,2.61,5,14,False,16.54
18/1/24 15:00,90.11,3950.0,3947.8261525093067,6.5,63.3,4.9,0.0,396.0,301.0,0.0,1153.0,762.0,87.79,91.91,89.94,2.07,5,15,False,17.65
18/1/24 16:00,89.34,3937.0,3860.444624872214,4.3,54.0,4.8,0.0,339.0,323.0,0.0,1107.0,738.0,90.11,87.79,89.08,1.18,5,16,False,16.81
18/1/24 17:00,90.67,3852.0,3877.712737800892,7.1,52.8,5.8,0.0,385.0,313.0,0.0,1181.0,762.0,89.34,90.11,90.04,0.67,5,17,False,18.12
18/1/24 18:00,85.88,4262.0,4290.6028720857075,6.2,60.2,6.2,0.0,367.0,325.0,0.0,1155.0,674.0,90.67,89.34,88.63,2.47,5,18,False,16.24
18/1/24 19:00,89.06,3954.0,3950.8904491500343,7.3,54.2,5.0,0.0,349.0,298.0,0.0,1132.0,757.0,85.88,90.67,88.54,2.44,5,19,False,16.36
18/1/24 20:00,89.67,4049.0,4105.2176679935255,6.3,58.9,4.1,0.0,376.0,285.0,0.0,1214.0,773.0,89.06,85.88,88.2,2.04,5,20,False,16.33
18/1/24 21:00,83.9,4051.0,4034.296138451003,7.0,56.0,2.9,0.0,340.0,303.0,0.0,1097.0,793.0,89.67,89.06,87.54,3.17,5,21,False,15.87
18/1/24 22:00,84.92,4117.0,4145.23029629468,6.3,49.5,4.2,0.0,371.0,299.0,0.0,1139.0,768.0,83.9,89.67,86.16,3.08,5,22,False,16.27
18/1/24 23:00,83.07,4175.0,4124.0167830653945,7.1,47.2,4.3,0.0,341.0,309.0,0.0,1213.0,787.0,84.92,83.9,83.96,0.93,5,23,False,15.57
19/1/24 00:00,86.47,4187.0,4185.822392456288,6.3,59.4,5.1,0.0,378.0,300.0,0.0,1178.0,712.0,83.07,84.92,84.82,1.7,6,0,False,16.19
19/1/24 01:00,88.3,4050.0,4041.2822871048584,5.6,55.5,4.6,0.0,349.0,320.0,0.0,1161.0,776.0,86.47,83.07,85.95,2.65,6,1,False,16.52
19/1/24 02:00,89.72,4099.0,4110.265396102047,7.9,55.5,5.8,0.0,358.0,304.0,0.0,1177.0,728.0,88.3,86.47,88.16,1.63,6,2,False,16.15
19/1/24 03:00,86.71,4151.0,4132.523653558332,6.5,61.7,4.3,0.0,372.0,310.0,0.0,1174.0,743.0,89.72,88.3,88.24,1.51,6,3,False,16.43
19/1/24 04:00,89.67,4105.0,4098.426370216416,6.2,64.1,4.9,0.0,350.0,309.0,0.0,1090.0,774.0,86.71,89.72,88.7,1.72,6,4,False,16.05
19/1/24 05:00,83.5,4298.0,4339.302358572076,4.3,56.8,6.4,0.0,364.0,309.0,0.0,1149.0,818.0,89.67,86.71,86.63,3.09,6,5,False,15.66
19/1/24 06:00,82.69,4194.0,4172.161788138089,4.2,56.4,5.4,0.0,334.0,305.0,0.0,1249.0,792.0,83.5,89.67,85.29,3.82,6,6,True,15.24
19/1/24 07:00,85.83,4225.0,4144.671144963066,5.8,60.6,4.9,0.0,376.0,313.0,0.0,1136.0,782.0,82.69,83.5,84.01,1.63,6,7,False,16.31
19/1/24 08:00,86.55,4225.0,4312.479195210271,5.6,51.3,4.3,0.0,398.0,293.0,0.0,1154.0,781.0,85.83,82.69,85.02,2.05,6,8,False,16.36
19/1/24 09:00,85.55,4283.0,4352.072703934525,4.8,59.2,4.2,0.0,418.0,325.0,0.0,1144.0,761.0,86.55,85.83,85.98,0.52,6,9,False,17.35
19/1/24 10:00,81.31,4191.0,4126.386865244719,5.6,60.8,4.0,0.0,363.0,300.0,0.0,1167.0,767.0,85.55,86.55,84.47,2.78,6,10,True,15.82
19/1/24 11:00,85.1,4050.0,4084.48539026226,7.0,61.4,4.4,0.0,376.0,283.0,0.0,1143.0,796.0,81.31,85.55,83.99,2.33,6,11,False,16.27
19/1/24 12:00,82.5,4227.0,4201.851261472433,6.1,48.3,5.9,0.0,324.0,305.0,0.0,1198.0,743.0,85.1,81.31,82.97,1.94,6,12,False,14.88
19/1/24 13:00,86.27,4129.0,4142.174360766553,4.2,54.1,4.7,0.0,389.0,289.0,0.0,1184.0,802.0,82.5,85.1,84.62,1.93,6,13,False,16.42
19/1/24 14:00,85.49,4148.0,4162.711206450675,5.2,53.5,3.4,0.0,374.0,311.0,0.0,1214.0,774.0,86.27,82.5,84.75,1.99,6,14,False,16.51
19/1/24 15:00,82.7,4266.0,4254.2796099841835,4.5,58.4,7.1,0.0,348.0,334.0,0.0,1124.0,811.0,85.49,86.27,84.82,1.88,6,15,False,15.99
19/1/24 16:00,83.37,4338.0,4298.81171672068,4.9,60.2,5.4,0.0,382.0,288.0,0.0,1160.0,815.0,82.7,85.49,83.85,1.46,6,16,False,15.44
19/1/24 17:00,82.1,4223.0,4188.472947384187,4.8,65.3,3.3,0.0,351.0,305.0,0.0,1167.0,737.0,83.37,82.7,82.72,0.64,6,17,False,15.53
19/1/24 18:00,83.91,4259.0,4213.1904042259375,4.7,55.3,4.5,0.0,346.0,273.0,0.0,1202.0,770.0,82.1,83.37,83.13,0.93,6,18,True,14.53
19/1/24 19:00,85.77,4405.0,4363.408889588478,3.9,55.2,5.1,0.0,364.0,305.0,0.0,1141.0,763.0,83.91,82.1,83.93,1.84,6,19,False,15.19
19/1/24 20:00,81.7,4265.0,4261.641085497532,5.0,63.5,7.0,0.0,333.0,285.0,0.0,1227.0,734.0,85.77,83.91,83.79,2.04,6,20,False,14.49
19/1/24 21:00,84.49,4508.0,4472.212000544462,4.6,59.2,3.7,0.0,374.0,288.0,0.0,1242.0,758.0,81.7,85.77,83.99,2.08,6,21,True,14.69
